skos_iris,pwc_uris,labels
http://w3id.org/mlso/vocab/ml_task_type/ShooterLocalization,https://paperswithcode.com/task/shooter-localization,Shooter Localization
http://w3id.org/mlso/vocab/ml_task_type/Short-termObjectInteractionAnticipation,https://paperswithcode.com/task/short-term-object-interaction-anticipation,Short-term Object Interaction Anticipation
http://w3id.org/mlso/vocab/ml_task_type/ShortTextClustering,https://paperswithcode.com/task/short-text-clustering,Short Text Clustering
http://w3id.org/mlso/vocab/ml_task_type/SignLanguageProduction,https://paperswithcode.com/task/sign-language-production,Sign Language Production
http://w3id.org/mlso/vocab/ml_task_type/SignLanguageRecognition,https://paperswithcode.com/task/sign-language-recognition,Sign Language Recognition
http://w3id.org/mlso/vocab/ml_task_type/SignLanguageRetrieval,https://paperswithcode.com/task/sign-language-retrieval,Sign Language Retrieval
http://w3id.org/mlso/vocab/ml_task_type/SignLanguageTranslation,https://paperswithcode.com/task/sign-language-translation,Sign Language Translation
http://w3id.org/mlso/vocab/ml_task_type/SimultaneousLocalizationandMapping,https://paperswithcode.com/task/simultaneous-localization-and-mapping,Simultaneous Localization and Mapping
http://w3id.org/mlso/vocab/ml_task_type/SingerIdentification,https://paperswithcode.com/task/singer-identification,Singer Identification
http://w3id.org/mlso/vocab/ml_task_type/Single-Image-BasedHdrReconstruction,https://paperswithcode.com/task/single-image-based-hdr-reconstruction,Single-Image-Based Hdr Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/Single-ImagePortraitRelighting,https://paperswithcode.com/task/single-image-portrait-relighting,Single-Image Portrait Relighting
http://w3id.org/mlso/vocab/ml_task_type/Single-View3DReconstruction,https://paperswithcode.com/task/single-view-3d-reconstruction,Single-View 3D Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/Single-objectcolocalization,https://paperswithcode.com/task/single-object-colocalization,Single-object colocalization
http://w3id.org/mlso/vocab/ml_task_type/Single-shotHDRReconstruction,https://paperswithcode.com/task/single-shot-hdr-reconstruction,Single-shot HDR Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/Single-stepretrosynthesis,https://paperswithcode.com/task/single-step-retrosynthesis,Single-step retrosynthesis
http://w3id.org/mlso/vocab/ml_task_type/SingleImageDeraining,https://paperswithcode.com/task/single-image-deraining,Single Image Deraining
http://w3id.org/mlso/vocab/ml_task_type/SingleImageHazeRemoval,https://paperswithcode.com/task/single-image-haze-removal,Single Image Haze Removal
http://w3id.org/mlso/vocab/ml_task_type/Sketch-to-ImageTranslation,https://paperswithcode.com/task/sketch-to-image-translation,Sketch-to-Image Translation
http://w3id.org/mlso/vocab/ml_task_type/SketchRecognition,https://paperswithcode.com/task/sketch-recognition,Sketch Recognition
http://w3id.org/mlso/vocab/ml_task_type/SkillGeneralization,https://paperswithcode.com/task/skill-generalization,Skill Generalization
http://w3id.org/mlso/vocab/ml_task_type/SkillsAssessment,https://paperswithcode.com/task/skills-assessment,Skills Assessment
http://w3id.org/mlso/vocab/ml_task_type/SkillsEvaluation,https://paperswithcode.com/task/skills-evaluation,Skills Evaluation
http://w3id.org/mlso/vocab/ml_task_type/SkinCancerClassification,https://paperswithcode.com/task/skin-cancer-classification,Skin Cancer Classification
http://w3id.org/mlso/vocab/ml_task_type/SkinCancerSegmentation,https://paperswithcode.com/task/skin-cancer-segmentation,Skin Cancer Segmentation
http://w3id.org/mlso/vocab/ml_task_type/SkinLesionSegmentation,https://paperswithcode.com/task/skin-lesion-segmentation,Skin Lesion Segmentation
http://w3id.org/mlso/vocab/ml_task_type/Sleepapneadetection,https://paperswithcode.com/task/sleep-apnea-detection,Sleep apnea detection
http://w3id.org/mlso/vocab/ml_task_type/SlotFilling,https://paperswithcode.com/task/slot-filling,Slot Filling
http://w3id.org/mlso/vocab/ml_task_type/SlotFilling,https://paperswithcode.com/task/slot-filling-1,Slot Filling
http://w3id.org/mlso/vocab/ml_task_type/SmileRecognition,https://paperswithcode.com/task/smile-recognition,Smile Recognition
http://w3id.org/mlso/vocab/ml_task_type/SnowRemoval,https://paperswithcode.com/task/snow-removal,Snow Removal
http://w3id.org/mlso/vocab/ml_task_type/SocialMediaPopularityPrediction,https://paperswithcode.com/task/social-media-popularity-prediction,Social Media Popularity Prediction
http://w3id.org/mlso/vocab/ml_task_type/SocialNavigation,https://paperswithcode.com/task/social-navigation,Social Navigation
http://w3id.org/mlso/vocab/ml_task_type/SolarIrradianceForecasting,https://paperswithcode.com/task/solar-irradiance-forecasting,Solar Irradiance Forecasting
http://w3id.org/mlso/vocab/ml_task_type/SoundEventDetection,https://paperswithcode.com/task/sound-event-detection,Sound Event Detection
http://w3id.org/mlso/vocab/ml_task_type/SoundEventLocalizationandDetection,https://paperswithcode.com/task/sound-event-localization-and-detection,Sound Event Localization and Detection
http://w3id.org/mlso/vocab/ml_task_type/Soundscapeevaluation,https://paperswithcode.com/task/soundscape-evaluation,Soundscape evaluation
http://w3id.org/mlso/vocab/ml_task_type/SourceCodeSummarization,https://paperswithcode.com/task/code-summarization,Source Code Summarization
http://w3id.org/mlso/vocab/ml_task_type/Span-ExtractionMRC,https://paperswithcode.com/task/span-extraction-mrc,Span-Extraction MRC
http://w3id.org/mlso/vocab/ml_task_type/SparseLearning,https://paperswithcode.com/task/sparse-learning,Sparse Learning
http://w3id.org/mlso/vocab/ml_task_type/SparseLearningAndBinarization,https://paperswithcode.com/task/sparse-learning-and-binarization,Sparse Learning and Binarization
http://w3id.org/mlso/vocab/ml_task_type/SparseRepresentation-basedClassification,https://paperswithcode.com/task/sparse-representation-based-classification,Sparse Representation-based Classification
http://w3id.org/mlso/vocab/ml_task_type/SpatialRelationRecognition,https://paperswithcode.com/task/spatial-relation-recognition,Spatial Relation Recognition
http://w3id.org/mlso/vocab/ml_task_type/Spatio-TemporalForecasting,https://paperswithcode.com/task/spatio-temporal-forecasting,Spatio-Temporal Forecasting
http://w3id.org/mlso/vocab/ml_task_type/Speaker-SpecificLiptoSpeechSynthesis,https://paperswithcode.com/task/speaker-specific-lip-to-speech-synthesis,Speaker-Specific Lip to Speech Synthesis
http://w3id.org/mlso/vocab/ml_task_type/SpeakerDiarization,https://paperswithcode.com/task/speaker-diarization,Speaker Diarization
http://w3id.org/mlso/vocab/ml_task_type/SpeakerIdentification,https://paperswithcode.com/task/speaker-identification,Speaker Identification
http://w3id.org/mlso/vocab/ml_task_type/SpeakerRecognition,https://paperswithcode.com/task/speaker-recognition,Speaker Recognition
http://w3id.org/mlso/vocab/ml_task_type/SpeakerSeparation,https://paperswithcode.com/task/speaker-separation,Speaker Separation
http://w3id.org/mlso/vocab/ml_task_type/SpeakerVerification,https://paperswithcode.com/task/speaker-verification,Speaker Verification
http://w3id.org/mlso/vocab/ml_task_type/SpeculationScopeResolution,https://paperswithcode.com/task/speculation-scope-resolution,Speculation Scope Resolution
http://w3id.org/mlso/vocab/ml_task_type/Speech-to-GestureTranslation,https://paperswithcode.com/task/speech-to-gesture-translation,Speech-to-Gesture Translation
http://w3id.org/mlso/vocab/ml_task_type/Speech-to-SpeechTranslation,https://paperswithcode.com/task/speech-to-speech-translation,Speech-to-Speech Translation
http://w3id.org/mlso/vocab/ml_task_type/Speech-to-TextTranslation,https://paperswithcode.com/task/speech-to-text-translation,Speech-to-Text Translation
http://w3id.org/mlso/vocab/ml_task_type/SpeechDenoising,https://paperswithcode.com/task/speech-denoising,Speech Denoising
http://w3id.org/mlso/vocab/ml_task_type/SpeechDereverberation,https://paperswithcode.com/task/speech-dereverberation,Speech Dereverberation
http://w3id.org/mlso/vocab/ml_task_type/SpeechEmotionRecognition,https://paperswithcode.com/task/speech-emotion-recognition,Speech Emotion Recognition
http://w3id.org/mlso/vocab/ml_task_type/SpeechEnhancement,https://paperswithcode.com/task/speech-enhancement,Speech Enhancement
http://w3id.org/mlso/vocab/ml_task_type/SpeechExtraction,https://paperswithcode.com/task/speech-extraction,Speech Extraction
http://w3id.org/mlso/vocab/ml_task_type/SpeechSeparation,https://paperswithcode.com/task/speech-separation,Speech Separation
http://w3id.org/mlso/vocab/ml_task_type/SpeechSynthesis,https://paperswithcode.com/task/speech-synthesis,Speech Synthesis
http://w3id.org/mlso/vocab/ml_task_type/SpellingCorrection,https://paperswithcode.com/task/spelling-correction,Spelling Correction
http://w3id.org/mlso/vocab/ml_task_type/SpindleDetection,https://paperswithcode.com/task/spindle-detection,Spindle Detection
http://w3id.org/mlso/vocab/ml_task_type/SpokenLanguageUnderstanding,https://paperswithcode.com/task/spoken-language-understanding,Spoken Language Understanding
http://w3id.org/mlso/vocab/ml_task_type/SportsUnderstanding,https://paperswithcode.com/task/sports-understanding,Sports Understanding
http://w3id.org/mlso/vocab/ml_task_type/StanceClassification,https://paperswithcode.com/task/stance-classification,Stance Classification
http://w3id.org/mlso/vocab/ml_task_type/StanceDetection,https://paperswithcode.com/task/stance-detection,Stance Detection
http://w3id.org/mlso/vocab/ml_task_type/SteeringControl,https://paperswithcode.com/task/steering-control,Steering Control
http://w3id.org/mlso/vocab/ml_task_type/StereoDisparityEstimation,https://paperswithcode.com/task/stereo-disparity-estimation,Stereo Disparity Estimation
http://w3id.org/mlso/vocab/ml_task_type/StereoImageSuper-Resolution,https://paperswithcode.com/task/stereo-image-super-resolution,Stereo Image Super-Resolution
http://w3id.org/mlso/vocab/ml_task_type/StereoMatching,https://paperswithcode.com/task/stereo-matching-1,Stereo Matching
http://w3id.org/mlso/vocab/ml_task_type/StereotypicalBiasAnalysis,https://paperswithcode.com/task/stereotypical-bias-analysis,Stereotypical Bias Analysis
http://w3id.org/mlso/vocab/ml_task_type/StochasticOptimization,https://paperswithcode.com/task/stochastic-optimization,Stochastic Optimization
http://w3id.org/mlso/vocab/ml_task_type/StockMarketPrediction,https://paperswithcode.com/task/stock-market-prediction,Stock Market Prediction
http://w3id.org/mlso/vocab/ml_task_type/StockTrendPrediction,https://paperswithcode.com/task/stock-trend-prediction,Stock Trend Prediction
http://w3id.org/mlso/vocab/ml_task_type/StoryCompletion,https://paperswithcode.com/task/story-completion,Story Completion
http://w3id.org/mlso/vocab/ml_task_type/StoryContinuation,https://paperswithcode.com/task/story-continuation,Story Continuation
http://w3id.org/mlso/vocab/ml_task_type/StoryGeneration,https://paperswithcode.com/task/story-generation,Story Generation
http://w3id.org/mlso/vocab/ml_task_type/StoryVisualization,https://paperswithcode.com/task/story-visualization,Story Visualization
http://w3id.org/mlso/vocab/ml_task_type/StreamingTargetSoundExtraction,https://paperswithcode.com/task/streaming-target-sound-extraction,Streaming Target Sound Extraction
http://w3id.org/mlso/vocab/ml_task_type/StrokeClassification,https://paperswithcode.com/task/stroke-classification,Stroke Classification
http://w3id.org/mlso/vocab/ml_task_type/StructuredPrediction,https://paperswithcode.com/task/structured-prediction,Structured Prediction
http://w3id.org/mlso/vocab/ml_task_type/StructuredReportGeneration,https://paperswithcode.com/task/structured-report-generation,Structured Report Generation
http://w3id.org/mlso/vocab/ml_task_type/Stylechangedetection,https://paperswithcode.com/task/style-change-detection,Style change detection
http://w3id.org/mlso/vocab/ml_task_type/SubgraphCounting,https://paperswithcode.com/task/subgraph-counting,Subgraph Counting
http://w3id.org/mlso/vocab/ml_task_type/SubjectTransfer,https://paperswithcode.com/task/subject-transfer,Subject Transfer
http://w3id.org/mlso/vocab/ml_task_type/SubjectivityAnalysis,https://paperswithcode.com/task/subjectivity-analysis,Subjectivity Analysis
http://w3id.org/mlso/vocab/ml_task_type/SupervisedDefectDetection,https://paperswithcode.com/task/supervised-defect-detection,Supervised Defect Detection
http://w3id.org/mlso/vocab/ml_task_type/SurfaceNormalEstimation,https://paperswithcode.com/task/surface-normal-estimation,Surface Normal Estimation
http://w3id.org/mlso/vocab/ml_task_type/SurfaceReconstruction,https://paperswithcode.com/task/surface-reconstruction,Surface Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/SurgicalGestureRecognition,https://paperswithcode.com/task/surgical-gesture-recognition,Surgical Gesture Recognition
http://w3id.org/mlso/vocab/ml_task_type/SurvivalPrediction,https://paperswithcode.com/task/survival-prediction,Survival Prediction
http://w3id.org/mlso/vocab/ml_task_type/SymbolicRegression,https://paperswithcode.com/task/symbolic-regression,Symbolic Regression
http://w3id.org/mlso/vocab/ml_task_type/SyntaxRepresentation,https://paperswithcode.com/task/syntax-representation,Syntax Representation
http://w3id.org/mlso/vocab/ml_task_type/Synthetic-to-RealTranslation,https://paperswithcode.com/task/synthetic-to-real-translation,Synthetic-to-Real Translation
http://w3id.org/mlso/vocab/ml_task_type/SyntheticDataGeneration,https://paperswithcode.com/task/synthetic-data-generation,Synthetic Data Generation
http://w3id.org/mlso/vocab/ml_task_type/SyntheticFaceRecognition,https://paperswithcode.com/task/synthetic-face-recognition,Synthetic Face Recognition
http://w3id.org/mlso/vocab/ml_task_type/SyntheticSpeechDetection,https://paperswithcode.com/task/synthetic-speech-detection,Synthetic Speech Detection
http://w3id.org/mlso/vocab/ml_task_type/SystematicGeneralization,https://paperswithcode.com/task/systematic-generalization,Systematic Generalization
http://w3id.org/mlso/vocab/ml_task_type/Table-basedFactVerification,https://paperswithcode.com/task/table-based-fact-verification,Table-based Fact Verification
http://w3id.org/mlso/vocab/ml_task_type/Table-to-TextGeneration,https://paperswithcode.com/task/table-to-text-generation,Table-to-Text Generation
http://w3id.org/mlso/vocab/ml_task_type/TableDetection,https://paperswithcode.com/task/table-detection,Table Detection
http://w3id.org/mlso/vocab/ml_task_type/TableFunctionalAnalysis,https://paperswithcode.com/task/table-functional-analysis,Table Functional Analysis
http://w3id.org/mlso/vocab/ml_task_type/TableRecognition,https://paperswithcode.com/task/table-recognition,Table Recognition
http://w3id.org/mlso/vocab/ml_task_type/TableRetrieval,https://paperswithcode.com/task/table-retrieval,Table Retrieval
http://w3id.org/mlso/vocab/ml_task_type/TableSearch,https://paperswithcode.com/task/table-search,Table Search
http://w3id.org/mlso/vocab/ml_task_type/TableTypeDetection,https://paperswithcode.com/task/table-type-detection,Table Type Detection
http://w3id.org/mlso/vocab/ml_task_type/Tableannotation,https://paperswithcode.com/task/table-annotation,Table annotation
http://w3id.org/mlso/vocab/ml_task_type/Tagging,https://paperswithcode.com/task/tag,Tagging
http://w3id.org/mlso/vocab/ml_task_type/TalkingFaceGeneration,https://paperswithcode.com/task/talking-face-generation,Talking Face Generation
http://w3id.org/mlso/vocab/ml_task_type/TargetSoundExtraction,https://paperswithcode.com/task/target-sound-extraction,Target Sound Extraction
http://w3id.org/mlso/vocab/ml_task_type/TemporalActionProposalGeneration,https://paperswithcode.com/task/temporal-action-proposal-generation,Temporal Action Proposal Generation
http://w3id.org/mlso/vocab/ml_task_type/TemporalDefectLocalization,https://paperswithcode.com/task/temporal-defect-localization,Temporal Defect Localization
http://w3id.org/mlso/vocab/ml_task_type/TemporalForgeryLocalization,https://paperswithcode.com/task/temporal-forgery-localization,Temporal Forgery Localization
http://w3id.org/mlso/vocab/ml_task_type/TemporalInformationExtraction,https://paperswithcode.com/task/temporal-information-extraction,Temporal Information Extraction
http://w3id.org/mlso/vocab/ml_task_type/TemporalLocalization,https://paperswithcode.com/task/temporal-localization,Temporal Localization
http://w3id.org/mlso/vocab/ml_task_type/TemporalMetadataManipulationDetection,https://paperswithcode.com/task/temporal-metadata-manipulation-detection,Temporal Metadata Manipulation Detection
http://w3id.org/mlso/vocab/ml_task_type/TemporalTagging,https://paperswithcode.com/task/temporal-tagging,Temporal Tagging
http://w3id.org/mlso/vocab/ml_task_type/TemporalViewSynthesis,https://paperswithcode.com/task/temporal-view-synthesis,Temporal View Synthesis
http://w3id.org/mlso/vocab/ml_task_type/TermExtraction,https://paperswithcode.com/task/term-extraction,Term Extraction
http://w3id.org/mlso/vocab/ml_task_type/Text-LineExtraction,https://paperswithcode.com/task/text-line-extraction,Text-Line Extraction
http://w3id.org/mlso/vocab/ml_task_type/Text-To-SpeechSynthesis,https://paperswithcode.com/task/text-to-speech-synthesis,Text-To-Speech Synthesis
http://w3id.org/mlso/vocab/ml_task_type/Text-to-3D-HumanGeneration,https://paperswithcode.com/task/text-to-3d-human-generation,Text-to-3D-Human Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-CodeGeneration,https://paperswithcode.com/task/text-to-code-generation,Text-to-Code Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-FaceGeneration,https://paperswithcode.com/task/text-to-face-generation,Text-to-Face Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-ImageGeneration,https://paperswithcode.com/task/text-to-image-generation,Text-to-Image Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-MusicGeneration,https://paperswithcode.com/task/text-to-music-generation,Text-to-Music Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-VideoGeneration,https://paperswithcode.com/task/text-to-video-generation,Text-to-Video Generation
http://w3id.org/mlso/vocab/ml_task_type/Text-to-videosearch,https://paperswithcode.com/task/text-to-video-search,Text-to-video search
http://w3id.org/mlso/vocab/ml_task_type/Text2TextGeneration,https://paperswithcode.com/task/text2text-generation-1,Text2Text Generation
http://w3id.org/mlso/vocab/ml_task_type/Text2TextGeneration,https://paperswithcode.com/task/text2text-generation,Text2Text Generation
http://w3id.org/mlso/vocab/ml_task_type/TextCategorization,https://paperswithcode.com/task/text-categorization,Text Categorization
http://w3id.org/mlso/vocab/ml_task_type/TextClustering,https://paperswithcode.com/task/text-clustering,Text Clustering
http://w3id.org/mlso/vocab/ml_task_type/TextDetection,https://paperswithcode.com/task/text-detection,Text Detection
http://w3id.org/mlso/vocab/ml_task_type/TextEffectsTransfer,https://paperswithcode.com/task/text-effects-transfer,Text Effects Transfer
http://w3id.org/mlso/vocab/ml_task_type/TextInfilling,https://paperswithcode.com/task/text-infilling,Text Infilling
http://w3id.org/mlso/vocab/ml_task_type/TextMatching,https://paperswithcode.com/task/text-matching,Text Matching
http://w3id.org/mlso/vocab/ml_task_type/TextPairClassification,https://paperswithcode.com/task/text-pair-classification,Text Pair Classification
http://w3id.org/mlso/vocab/ml_task_type/TextReranking,https://paperswithcode.com/task/text-reranking,Text Reranking
http://w3id.org/mlso/vocab/ml_task_type/TextSegmentation,https://paperswithcode.com/task/text-segmentation,Text Segmentation
http://w3id.org/mlso/vocab/ml_task_type/TextSimplification,https://paperswithcode.com/task/text-simplification,Text Simplification
http://w3id.org/mlso/vocab/ml_task_type/TextSpotting,https://paperswithcode.com/task/text-spotting,Text Spotting
http://w3id.org/mlso/vocab/ml_task_type/TextStyleTransfer,https://paperswithcode.com/task/text-style-transfoer,Text Style Transfer
http://w3id.org/mlso/vocab/ml_task_type/TextbasedPersonRetrieval,https://paperswithcode.com/task/nlp-based-person-retrival,Text based Person Retrieval
http://w3id.org/mlso/vocab/ml_task_type/TextbasedPersonSearch,https://paperswithcode.com/task/text-based-person-search,Text based Person Search
http://w3id.org/mlso/vocab/ml_task_type/TexttoAudio/VideoRetrieval,https://paperswithcode.com/task/text-to-audio-video-retrieval,Text to Audio/Video Retrieval
http://w3id.org/mlso/vocab/ml_task_type/TexttoAudioRetrieval,https://paperswithcode.com/task/text-to-audio-retrieval,Text to Audio Retrieval
http://w3id.org/mlso/vocab/ml_task_type/TextureClassification,https://paperswithcode.com/task/texture-classification,Texture Classification
http://w3id.org/mlso/vocab/ml_task_type/TextureSynthesis,https://paperswithcode.com/task/texture-synthesis,Texture Synthesis
http://w3id.org/mlso/vocab/ml_task_type/TheSemanticSegmentationOfRemoteSensingImagery,https://paperswithcode.com/task/the-semantic-segmentation-of-remote-sensing,The Semantic Segmentation Of Remote Sensing Imagery
http://w3id.org/mlso/vocab/ml_task_type/Time-intervalPrediction,https://paperswithcode.com/task/time-interval-prediction,Time-interval Prediction
http://w3id.org/mlso/vocab/ml_task_type/Time-to-EventPrediction,https://paperswithcode.com/task/time-to-event-prediction,Time-to-Event Prediction
http://w3id.org/mlso/vocab/ml_task_type/TimeOffsetCalibration,https://paperswithcode.com/task/time-offset-calibration,Time Offset Calibration
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesAlignment,https://paperswithcode.com/task/time-series-alignment,Time Series Alignment
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesAnalysis,https://paperswithcode.com/task/time-series,Time Series Analysis
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesAnomalyDetection,https://paperswithcode.com/task/time-series-anomaly-detection,Time Series Anomaly Detection
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesAveraging,https://paperswithcode.com/task/time-series-averaging,Time Series Averaging
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesClustering,https://paperswithcode.com/task/time-series-clustering,Time Series Clustering
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesPrediction,https://paperswithcode.com/task/time-series-prediction,Time Series Prediction
http://w3id.org/mlso/vocab/ml_task_type/TimeSeriesRegression,https://paperswithcode.com/task/time-series-regression,Time Series Regression
http://w3id.org/mlso/vocab/ml_task_type/TokenClassification,https://paperswithcode.com/task/token-classification,Token Classification
http://w3id.org/mlso/vocab/ml_task_type/ToneMapping,https://paperswithcode.com/task/tone-mapping,Tone Mapping
http://w3id.org/mlso/vocab/ml_task_type/TopicModels,https://paperswithcode.com/task/topic-models,Topic Models
http://w3id.org/mlso/vocab/ml_task_type/Topiccoverage,https://paperswithcode.com/task/topic-coverage,Topic coverage
http://w3id.org/mlso/vocab/ml_task_type/TopologicalDataAnalysis,https://paperswithcode.com/task/topological-data-analysis,Topological Data Analysis
http://w3id.org/mlso/vocab/ml_task_type/ToponymResolution,https://paperswithcode.com/task/toponym-resolution,Toponym Resolution
http://w3id.org/mlso/vocab/ml_task_type/ToxicCommentClassification,https://paperswithcode.com/task/toxic-comment-classification,Toxic Comment Classification
http://w3id.org/mlso/vocab/ml_task_type/ToxicSpansDetection,https://paperswithcode.com/task/toxic-spans-detection,Toxic Spans Detection
http://w3id.org/mlso/vocab/ml_task_type/TrafficAccidentDetection,https://paperswithcode.com/task/traffic-accident-detection,Traffic Accident Detection
http://w3id.org/mlso/vocab/ml_task_type/TrafficClassification,https://paperswithcode.com/task/traffic-classification,Traffic Classification
http://w3id.org/mlso/vocab/ml_task_type/TrafficDataImputation,https://paperswithcode.com/task/traffic-data-imputation,Traffic Data Imputation
http://w3id.org/mlso/vocab/ml_task_type/TrafficPrediction,https://paperswithcode.com/task/traffic-prediction,Traffic Prediction
http://w3id.org/mlso/vocab/ml_task_type/TrafficSignDetection,https://paperswithcode.com/task/traffic-sign-detection,Traffic Sign Detection
http://w3id.org/mlso/vocab/ml_task_type/TrafficSignRecognition,https://paperswithcode.com/task/traffic-sign-recognition,Traffic Sign Recognition
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryForecasting,https://paperswithcode.com/task/trajectory-forecasting,Trajectory Forecasting
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryModeling,https://paperswithcode.com/task/trajectory-modeling,Trajectory Modeling
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryPlanning,https://paperswithcode.com/task/trajectory-planning,Trajectory Planning
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryPrediction,https://paperswithcode.com/task/multi-future-trajectory-prediction,Trajectory Prediction
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryPrediction,https://paperswithcode.com/task/multi-future-trajectory-prediction-1,Trajectory Prediction
http://w3id.org/mlso/vocab/ml_task_type/TrajectoryPrediction,https://paperswithcode.com/task/trajectory-prediction,Trajectory Prediction
http://w3id.org/mlso/vocab/ml_task_type/TransferReinforcementLearning,https://paperswithcode.com/task/transfer-reinforcement-learning,Transfer Reinforcement Learning
http://w3id.org/mlso/vocab/ml_task_type/Translation,https://paperswithcode.com/task/translation,Translation
http://w3id.org/mlso/vocab/ml_task_type/Transliteration,https://paperswithcode.com/task/transliteration,Transliteration
http://w3id.org/mlso/vocab/ml_task_type/TripleClassification,https://paperswithcode.com/task/triple-classification,Triple Classification
http://w3id.org/mlso/vocab/ml_task_type/Tweet-ReplySentimentAnalysis,https://paperswithcode.com/task/tweet-reply-sentiment-analysis,Tweet-Reply Sentiment Analysis
http://w3id.org/mlso/vocab/ml_task_type/TweetRetrieval,https://paperswithcode.com/task/tweet-retrieval,Tweet Retrieval
http://w3id.org/mlso/vocab/ml_task_type/TwitterEventDetection,https://paperswithcode.com/task/twitter-event-detection,Twitter Event Detection
http://w3id.org/mlso/vocab/ml_task_type/TwitterSentimentAnalysis,https://paperswithcode.com/task/twitter-sentiment-analysis,Twitter Sentiment Analysis
http://w3id.org/mlso/vocab/ml_task_type/Typeprediction,https://paperswithcode.com/task/type-prediction,Type prediction
http://w3id.org/mlso/vocab/ml_task_type/UNETSegmentation,https://paperswithcode.com/task/unet-segmentation,UNET Segmentation
http://w3id.org/mlso/vocab/ml_task_type/UnconstrainedLip-synchronization,https://paperswithcode.com/task/lip-sync,Unconstrained Lip-synchronization
http://w3id.org/mlso/vocab/ml_task_type/UnderwaterImageRestoration,https://paperswithcode.com/task/underwater-image-restoration,Underwater Image Restoration
http://w3id.org/mlso/vocab/ml_task_type/UnfairnessDetection,https://paperswithcode.com/task/unfairness-detection,Unfairness Detection
http://w3id.org/mlso/vocab/ml_task_type/UnseenObjectInstanceSegmentation,https://paperswithcode.com/task/unseen-object-instance-segmentation,Unseen Object Instance Segmentation
http://w3id.org/mlso/vocab/ml_task_type/Unsupervised3DSemanticSegmentation,https://paperswithcode.com/task/unsupervised-3d-semantic-segmentation,Unsupervised 3D Semantic Segmentation
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedContinualDomainShiftLearning,https://paperswithcode.com/task/unsupervised-continual-domain-shift-learning,Unsupervised Continual Domain Shift Learning
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedDomainExpansion,https://paperswithcode.com/task/unsupervised-domain-expansion,Unsupervised Domain Expansion
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedExtractiveSummarization,https://paperswithcode.com/task/unsupervised-extractive-summarization,Unsupervised Extractive Summarization
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedFacialLandmarkDetection,https://paperswithcode.com/task/unsupervised-facial-landmark-detection,Unsupervised Facial Landmark Detection
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedImage-To-ImageTranslation,https://paperswithcode.com/task/unsupervised-image-to-image-translation,Unsupervised Image-To-Image Translation
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedImageClassification,https://paperswithcode.com/task/unsupervised-image-classification,Unsupervised Image Classification
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedImageDecomposition,https://paperswithcode.com/task/unsupervised-image-decomposition,Unsupervised Image Decomposition
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedKG-to-TextGeneration,https://paperswithcode.com/task/unsupervised-kg-to-text-generation,Unsupervised KG-to-Text Generation
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedKeypointEstimation,https://paperswithcode.com/task/unsupervised-keypoint-estimation,Unsupervised Keypoint Estimation
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedLandmarkDetection,https://paperswithcode.com/task/unsupervised-landmark-detection,Unsupervised Landmark Detection
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedObjectSegmentation,https://paperswithcode.com/task/unsupervised-object-segmentation,Unsupervised Object Segmentation
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedOpinionSummarization,https://paperswithcode.com/task/unsupervised-opinion-summarization,Unsupervised Opinion Summarization
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedPre-training,https://paperswithcode.com/task/unsupervised-pre-training,Unsupervised Pre-training
http://w3id.org/mlso/vocab/ml_task_type/UnsupervisedSpatialClustering,https://paperswithcode.com/task/unsupervised-spatial-clustering,Unsupervised Spatial Clustering
